511	689
653	749
540	666
503	562
681	539
619	639
606	506
525	673
563	631
647	577
665	539
685	561
650	623
757	644
606	536
427	591
578	697
680	688
642	662
605	618
633	675
788	739
281	547
500	575
595	679
564	616
347	578
579	608
649	833
543	439
661	713
781	534
510	621
551	696
745	434
662	741
697	558
627	556
477	645
460	705
392	592
444	707
610	622
634	615
512	593
596	684
549	678
653	569
571	486
593	584
506	699
558	499
672	578
546	418
697	730
663	614
511	620
622	498
618	445
684	727
607	650
779	590
565	502
660	779
595	572
518	537
466	555
685	733
484	693
614	323
515	521
724	722
530	552
662	664
579	611
582	522
646	562
668	619
602	681
530	599
755	508
695	527
701	600
407	508
576	626
485	657
748	562
437	692
639	738
522	488
519	626
588	508
558	688
595	580
607	551
516	489
513	381
466	711
659	481
557	616
612	706
606	597
670	468
598	630
511	645
629	469
578	728
511	537
554	532
549	674
580	620
610	609
632	665
704	476
528	607
680	527
553	856
583	707
791	528
614	562
636	772
618	558
760	570
676	697
478	488
650	831
682	536
710	506
652	803
437	623
672	569
561	569
705	553
585	693
438	550
653	778
641	707
564	548
543	580
631	713
657	527
656	662
527	715
633	650
581	631
698	421
534	433
408	611
628	580
704	655
548	602
594	617
571	699
633	603
531	646
705	554
485	593
580	672
641	697
608	678
676	812
541	682
652	661
558	569
459	692
464	571
647	566
592	428
607	536
569	530
819	656
607	715
406	552
639	646
689	444
492	722
560	692
636	569
610	534
655	564
477	624
706	657
492	580
595	636
689	436
524	451
547	447
609	492
752	728
517	593
705	514
739	478
507	570
541	562
742	409
580	655
520	681
563	479
506	490
758	693
639	416
563	507
400	452
544	495
680	506
623	576
546	601
671	536
667	694
630	568
508	558
546	542
641	523
540	430
319	651
524	520
611	599
656	577
646	640
631	703
643	619
621	499
594	560
654	500
678	492
655	710
543	513
752	592
463	836
622	736
500	691
596	672
595	532
647	567
521	666
550	505
462	502
653	607
598	627
886	419
546	624
566	512
637	557
657	719
708	492
637	687
703	646
730	500
527	544
577	721
548	540
573	686
694	546
580	617
413	525
711	592
611	616
542	625
449	544
632	528
584	480
483	633
457	635
698	687
729	719
597	681
594	694
498	623
697	602
564	570
636	671
618	486
767	538
595	581
463	600
487	586
554	618
757	678
681	765
743	780
626	589
444	713
819	592
497	415
585	808
591	757
545	754
541	721
521	730
580	648
350	707
458	621
465	673
675	582
709	791
586	503
551	518
562	524
637	635
440	710
577	445
596	716
446	724
663	452
499	752
722	486
504	506
529	597
682	538
599	402
572	445
547	609
729	676
532	742
606	425
563	635
578	638
548	561
614	548
515	680
664	522
639	410
640	642
791	659
567	623
767	635
716	483
611	683
802	652
634	299
592	629
718	569
609	660
455	566
594	638
385	502
446	554
748	735
735	554
416	593
575	634
720	563
515	507
759	554
674	485
470	553
674	443
603	750
543	527
641	388
803	558
812	602
713	497
666	821
700	668
718	626
649	652
719	544
429	743
588	663
827	547
686	603
408	648
433	666
648	578
466	342
585	491
717	584
503	526
686	614
637	531
621	640
596	509
533	413
531	620
636	672
631	662
375	499
528	680
472	628
601	557
581	785
643	660
648	708
476	603
519	592
663	673
474	758
421	559
661	540
415	679
616	548
474	665
590	619
599	604
540	571
710	483
716	547
529	777
496	592
663	660
412	522
629	498
697	423
708	525
407	529
615	747
514	573
627	622
640	707
532	737
833	585
669	690
517	585
346	646
576	419
615	765
694	544
608	617
437	840
692	620
588	786
693	588
617	665
460	702
640	666
659	596
606	509
600	713
561	508
616	323
549	443
673	717
559	474
706	619
656	798
817	679
551	690
667	335
530	665
560	523
692	622
565	531
681	443
673	770
510	354
732	711
744	671
557	642
526	726
638	620
646	481
490	639
568	469
768	596
414	692
751	596
734	754
499	726
712	688
667	742
667	680
570	667
291	580
485	610
519	682
465	434
405	495
635	591
802	549
500	794
616	676
607	629
728	584
742	647
527	595
563	463
672	605
617	699
689	518
539	598
551	638
680	696
666	681
728	420
678	720
591	482
552	520
500	735
675	601
496	606
541	831
701	562
543	607
436	690
654	542
562	677
552	680
465	505
714	506
555	626
541	629
436	479
606	781
769	661
701	605
661	652
462	523
392	538
710	507
481	722
518	571
555	657
646	534
626	541
476	596
778	614
439	750
421	750
633	676
506	617
527	582
590	618
688	553
444	528
654	676
744	703
692	423
544	607
545	639
746	709
614	677
488	579
626	723
533	735
510	600
470	620
704	592
622	467
667	587
561	531
577	636
643	617
669	589
884	499
718	647
868	542
666	552
563	655
632	613
633	664
701	545
646	605
716	731
594	584
576	638
640	621
668	375
920	434
586	615
486	511
495	580
658	684
598	436
433	584
799	555
533	395
557	512
680	594
690	605
683	608
663	383
581	580
627	531
486	662
716	502
422	680
516	562
435	775
734	544
564	504
521	631
626	580
548	643
584	633
438	524
549	595
454	661
817	569
593	606
439	679
485	746
605	557
678	619
689	647
733	594
717	620
663	543
632	587
550	568
642	445
710	625
482	669
753	487
778	516
695	606
495	767
499	441
658	621
669	580
526	721
420	555
455	519
566	617
556	752
531	620
472	751
650	737
705	621
611	621
767	692
712	527
644	651
656	401
590	481
431	511
417	670
529	545
659	494
768	689
493	692
549	600
511	688
635	784
596	693
486	677
594	618
783	550
777	450
504	604
534	612
565	602
822	506
598	619
640	578
556	663
698	475
584	527
489	722
855	581
615	487
572	608
705	553
607	576
607	549
535	559
570	721
571	490
667	580
575	573
728	547
631	691
683	727
475	723
632	536
578	566
521	687
593	436
558	718
590	594
661	499
727	621
674	545
484	509
625	409
699	587
670	556
630	586
415	720
579	425
565	634
695	552
672	568
550	484
563	599
867	574
565	624
560	589
746	578
744	480
585	813
552	689
668	567
858	446
651	648
676	610
552	500
816	464
553	697
558	629
529	639
593	547
642	596
556	553
687	570
618	542
570	530
771	396
563	667
566	579
475	678
724	489
658	666
537	581
620	701
666	544
613	503
448	819
304	791
654	711
756	783
688	679
460	585
678	470
564	603
594	576
730	646
560	625
688	745
653	528
623	596
601	700
494	494
417	440
636	750
672	577
602	646
592	629
701	587
619	565
591	602
644	463
609	443
600	583
640	636
772	683
596	539
551	708
729	562
400	607
571	578
506	485
516	691
559	486
474	427
639	531
529	676
548	732
608	656
717	642
767	570
523	497
827	656
460	632
552	598
762	488
439	726
758	876
460	656
657	703
889	429
565	486
690	608
670	513
658	610
648	654
616	677
521	769
615	645
630	659
507	564
733	671
860	519
628	851
714	762
375	544
609	509
780	594
638	447
889	808
819	580
682	492
574	732
608	504
671	361
655	640
641	610
571	630
625	650
628	614
543	651
543	499
637	715
479	525
593	712
644	617
493	451
670	559
744	472
624	628
729	483
502	750
494	674
806	380
671	652
721	695
567	604
528	616
859	607
523	749
580	626
494	482
547	650
631	611
649	661
603	665
403	488
487	571
501	685
628	687
599	801
602	787
838	504
691	728
436	618
644	399
654	301
467	580
506	652
650	693
581	578
626	429
738	697
373	665
657	512
633	581
805	669
565	580
560	462
543	862
600	534
676	527
575	575
461	541
558	647
685	630
620	580
433	578
572	690
455	445
485	613
695	654
640	621
470	668
796	554
573	489
696	690
663	693
703	517
496	542
808	766
694	674
556	790
732	744
616	410
692	614
792	743
600	544
713	553
484	529
641	617
580	523
634	502
662	429
660	556
527	660
652	591
499	552
535	516
652	710
557	783
576	613
691	605
552	492
758	495
731	629
686	455
